2758	See Afro-Latin American, though I would personally merge that artiucle and this one,	Podívejme se na Afro - Latinskou Ameriku , I když bych osobně spojil tuhle a tuhle ,	[0, 0, 1]	NOT	{'PROFANITY': 0.044219293, 'TOXICITY': 0.07361197, 'FLIRTATION': 0.4170132, 'INSULT': 0.051255506, 'SEVERE_TOXICITY': 0.036545854, 'THREAT': 0.06380379, 'SEXUALLY_EXPLICIT': 0.12258111, 'IDENTITY_ATTACK': 0.11558867}
6066	Please also be sure to cite a reliable source when you add or change information in any article. Thanks!	Ujistěte se také , že při přidání nebo změně informací v jakémkoliv článku uvedete spolehlivý zdroj . Děkujeme !	[0, 0, 0]	NOT	{'THREAT': 0.013382315, 'PROFANITY': 0.005445856, 'IDENTITY_ATTACK': 0.01753372, 'INSULT': 0.02298215, 'TOXICITY': 0.028702991, 'SEXUALLY_EXPLICIT': 0.0077273487, 'FLIRTATION': 0.17734364, 'SEVERE_TOXICITY': 0.007323672}
5102	go on with the map EHT and without a doubt put the contemporary borders, just like the British Empire. cheers	pokračovat s mapou EHT a bezpochyby dát současné hranice , stejně jako britská říše . zdravím	[0, 0, 0]	NOT	{'FLIRTATION': 0.4155798, 'SEVERE_TOXICITY': 0.049827576, 'PROFANITY': 0.038677018, 'INSULT': 0.06688179, 'SEXUALLY_EXPLICIT': 0.054381292, 'IDENTITY_ATTACK': 0.19222935, 'TOXICITY': 0.10346787, 'THREAT': 0.09875532}
838	Indeed, that term was used in pubs in Bantry. The term	Ve skutečnosti se tento termín používal v hospodách v Bantry .	[0, 0, 1]	NOT	{'SEVERE_TOXICITY': 0.024313128, 'IDENTITY_ATTACK': 0.056877952, 'PROFANITY': 0.04689748, 'SEXUALLY_EXPLICIT': 0.05324279, 'TOXICITY': 0.066452846, 'FLIRTATION': 0.26231346, 'INSULT': 0.034144793, 'THREAT': 0.064337194}
3615	My final statements in the discussion above show that I have been swayed by sources not listed here.	Moje závěrečné prohlášení z výše uvedené diskuse ukazují , že jsem byl ovlivněn zdroji , které zde nejsou uvedeny .	[0, 0, 0]	NOT	{'SEXUALLY_EXPLICIT': 0.023027854, 'FLIRTATION': 0.16551453, 'INSULT': 0.02762316, 'TOXICITY': 0.053050622, 'IDENTITY_ATTACK': 0.035636503, 'THREAT': 0.026914343, 'SEVERE_TOXICITY': 0.013036269, 'PROFANITY': 0.017184282}
7077	Just curious, why did you remove my edits and additional reference from the Victoria Vox article? )	Jen mě zajímalo , proč jste odstranili mé úpravy a další odkaz z článku Victoria Vox ? )	[0, 0, 0]	NOT	{'SEVERE_TOXICITY': 0.051653504, 'THREAT': 0.19035225, 'IDENTITY_ATTACK': 0.033064008, 'PROFANITY': 0.05584479, 'SEXUALLY_EXPLICIT': 0.028704172, 'INSULT': 0.054982606, 'TOXICITY': 0.103446685, 'FLIRTATION': 0.23479538}
2734	Wikipedia, Nazis controlling the flow of information.	Wikipedie , nacisté kontrolují tok informací .	[0, 0, 0]	NOT	{'THREAT': 0.15963309, 'FLIRTATION': 0.30707544, 'SEVERE_TOXICITY': 0.32228965, 'TOXICITY': 0.5063887, 'IDENTITY_ATTACK': 0.58523935, 'INSULT': 0.45800698, 'PROFANITY': 0.24878518, 'SEXUALLY_EXPLICIT': 0.08793167}
682	then leave the fazlur rahman khan article the way it is. do not delete it.	pak opustit fazlur rahman Khan článek tak , jak to je . Nevymazat ho .	[0, 3, 0]	NOT	{'IDENTITY_ATTACK': 0.108733274, 'THREAT': 0.20803657, 'INSULT': 0.10012092, 'FLIRTATION': 0.277607, 'TOXICITY': 0.11718684, 'PROFANITY': 0.07280848, 'SEXUALLY_EXPLICIT': 0.06300974, 'SEVERE_TOXICITY': 0.054951485}
6786	I have added bold type to any major change to the Neve history.	Přidal jsem odvážný typ ke všem významným změnám v historii Neve .	[1, 1, 1]	ERR	{'FLIRTATION': 0.15658948, 'PROFANITY': 0.023036867, 'TOXICITY': 0.060213145, 'SEXUALLY_EXPLICIT': 0.021228421, 'THREAT': 0.050077487, 'INSULT': 0.038740657, 'IDENTITY_ATTACK': 0.04223865, 'SEVERE_TOXICITY': 0.01814488}
8463	Oh, Is it not allowed to have twitter links? I see them everywhere for bio pages.	Oh , Není povoleno mít Twitter odkazy ? Vidím je všude na bio stránky .	[0, 0, 0]	NOT	{'PROFANITY': 0.032598816, 'SEVERE_TOXICITY': 0.027023086, 'THREAT': 0.06471043, 'TOXICITY': 0.068674766, 'IDENTITY_ATTACK': 0.04472737, 'SEXUALLY_EXPLICIT': 0.05715241, 'INSULT': 0.037343975, 'FLIRTATION': 0.31452802}
8276	REDIRECT Talk:Sir Charles Nicholson, 1st Baronet, of Harrington Gardens	Přehled : Sir Charles Nicholson , 1 . baronát z Harrington Gardens	[0, 0, 1]	NOT	{'PROFANITY': 0.021842042, 'THREAT': 0.05424858, 'INSULT': 0.022949832, 'IDENTITY_ATTACK': 0.025319565, 'SEXUALLY_EXPLICIT': 0.027051045, 'FLIRTATION': 0.23301558, 'TOXICITY': 0.052585077, 'SEVERE_TOXICITY': 0.015880594}
5001	than the puff piece used to support literally the entire edifice of the article	než ta látka , která doslova podpořila celý objekt článku	[0, 1, 0]	NOT	{'TOXICITY': 0.11430375, 'INSULT': 0.11760425, 'THREAT': 0.04290864, 'IDENTITY_ATTACK': 0.044166014, 'PROFANITY': 0.054818638, 'SEXUALLY_EXPLICIT': 0.053971954, 'FLIRTATION': 0.25124067, 'SEVERE_TOXICITY': 0.0362565}
9483	How could Muhammad have been the author if he was illiterate?	Jak by mohl být Muhammad autorem , kdyby byl negramotný ?	[1, 0, 0]	NOT	{'SEVERE_TOXICITY': 0.2242688, 'TOXICITY': 0.53490317, 'THREAT': 0.10825135, 'FLIRTATION': 0.21183427, 'SEXUALLY_EXPLICIT': 0.053023137, 'INSULT': 0.660731, 'IDENTITY_ATTACK': 0.58552283, 'PROFANITY': 0.20320664}
6862	Just incase anyone is interested my favourite hobby is playing with other peoples cock'n'balls. Superb.	Jen pro případ , že by se někdo zajímal , můj oblíbený koníček je hrát s ostatními lidmi na kohoutky .	[1, 1, 0]	ERR	{'PROFANITY': 0.91128254, 'THREAT': 0.34979415, 'INSULT': 0.5761739, 'TOXICITY': 0.9016076, 'FLIRTATION': 0.6421827, 'SEXUALLY_EXPLICIT': 0.97458434, 'IDENTITY_ATTACK': 0.2174157, 'SEVERE_TOXICITY': 0.6798824}
7873	Your conspiracy to distort and remove facts is noted	Vaše spiknutí se zkreslením a odstraněním skutečností je zaznamenáno	[0, 0, 0]	NOT	{'IDENTITY_ATTACK': 0.13053636, 'THREAT': 0.33301687, 'SEXUALLY_EXPLICIT': 0.060706712, 'PROFANITY': 0.081416585, 'FLIRTATION': 0.21074243, 'INSULT': 0.1702644, 'SEVERE_TOXICITY': 0.08641999, 'TOXICITY': 0.19894314}
4742	REDIRECT Talk:Five points past Midnight in Bhopal	REDIRECT Talk : Pět bodů po půlnoci v Bhopalu	[0, 0, 0]	NOT	{'SEXUALLY_EXPLICIT': 0.046942607, 'FLIRTATION': 0.2720914, 'THREAT': 0.06920811, 'INSULT': 0.027446074, 'PROFANITY': 0.02555954, 'SEVERE_TOXICITY': 0.018095655, 'TOXICITY': 0.05049773, 'IDENTITY_ATTACK': 0.039716545}
6455	Do not engage in edit warring by reverting pages more than 3 times. You may be blocked from editing.	Nebudete se angažovat v editaci války tím , že otáhnete stránky více než 3 krát . Můžete být od editace zablokováni .	[0, 0, 1]	NOT	{'SEVERE_TOXICITY': 0.04827238, 'TOXICITY': 0.14157036, 'FLIRTATION': 0.2391134, 'IDENTITY_ATTACK': 0.073914506, 'PROFANITY': 0.03408481, 'THREAT': 0.18346542, 'INSULT': 0.13060473, 'SEXUALLY_EXPLICIT': 0.0264047}
3866	Note for clarification: by using an ISBN number, a link is automatically created that routes through the Special:BookSources tool.	Poznámka k objasnění : použitím čísla ISBN se automaticky vytvoří odkaz , který vede přes nástroj Special : BookSources .	[0, 0, 1]	NOT	{'SEVERE_TOXICITY': 0.0033039672, 'INSULT': 0.0040882663, 'TOXICITY': 0.008308401, 'IDENTITY_ATTACK': 0.0023850533, 'THREAT': 0.021081079, 'PROFANITY': 0.005887755, 'FLIRTATION': 0.270282, 'SEXUALLY_EXPLICIT': 0.036593206}
4264	I did some searching online, and it turns out that the hymn is the preface to the Isavasya Upanishad, which is contained in the Yajur Veda.	Trochu jsem prohledal na internetu a ukázalo se , že hymn je předlohou Isavasya Upanishad , která je obsažena v Yajur Vede .	[0, 1, 0]	NOT	{'FLIRTATION': 0.37599808, 'INSULT': 0.039387856, 'SEVERE_TOXICITY': 0.031846996, 'THREAT': 0.10138193, 'SEXUALLY_EXPLICIT': 0.090685435, 'IDENTITY_ATTACK': 0.08041555, 'PROFANITY': 0.049758933, 'TOXICITY': 0.06465296}
5847	Autosigned by SineBot apparently. I want to talk by phone to someone who has authority. Is that you?	Autosignován SineBotem zřejmě . Chci mluvit telefonicky s někým , kdo má autoritu .	[0, 0, 1]	NOT	{'SEVERE_TOXICITY': 0.029977832, 'INSULT': 0.07563328, 'SEXUALLY_EXPLICIT': 0.040510315, 'FLIRTATION': 0.30010992, 'IDENTITY_ATTACK': 0.03768519, 'THREAT': 0.087448806, 'TOXICITY': 0.08523551, 'PROFANITY': 0.030136434}
4105	Hey, it's deja vu all over again! Robert can you clarify the latest version of your DNI proposal so that I can review it finally. Best regards,	Hej , je to deja vu znovu ! Robert můžete vyjasnit poslední verzi vašeho návrhu DNI , abych ho mohl přezkoumat konečně .	[0, 0, 0]	NOT	{'PROFANITY': 0.030669248, 'SEVERE_TOXICITY': 0.023941955, 'TOXICITY': 0.07234835, 'INSULT': 0.056733146, 'SEXUALLY_EXPLICIT': 0.064106435, 'IDENTITY_ATTACK': 0.036228992, 'THREAT': 0.049506485, 'FLIRTATION': 0.39050555}
6412	I've been here a few months too. Thank you for the welcome, though. Maybe I should update my user page...	Už jsem tu pár měsíců . Díky za přivítání , ale možná bych měla aktualizovat svou uživatelskou stránku . . .	[0, 0, 0]	NOT	{'FLIRTATION': 0.31949452, 'THREAT': 0.19705802, 'INSULT': 0.029265396, 'PROFANITY': 0.05801074, 'SEXUALLY_EXPLICIT': 0.15461288, 'TOXICITY': 0.07968788, 'IDENTITY_ATTACK': 0.05021707, 'SEVERE_TOXICITY': 0.040748484}
1953	Sue, do take symbolic action as soon as u read my above message as it is totally unacceptable. Best regards. Bye, till tomorrow.	Sue , udělej symbolické kroky , jakmile si přečteš mou výše uvedenou zprávu , protože je naprosto nepřijatelné .	[0, 1, 1]	ERR	{'SEXUALLY_EXPLICIT': 0.048080713, 'PROFANITY': 0.032428708, 'IDENTITY_ATTACK': 0.037135385, 'THREAT': 0.060182117, 'INSULT': 0.072517425, 'SEVERE_TOXICITY': 0.027921084, 'FLIRTATION': 0.3724372, 'TOXICITY': 0.07644183}
7397	Graduation earns a Krannert MBA, plus a German MBA from LUH.	Po ukončení studia získává Krannert MBA , plus německý MBA z LUH .	[0, 0, 0]	NOT	{'THREAT': 0.099616006, 'FLIRTATION': 0.46150318, 'INSULT': 0.05523299, 'SEVERE_TOXICITY': 0.052131772, 'PROFANITY': 0.0848248, 'IDENTITY_ATTACK': 0.06754891, 'SEXUALLY_EXPLICIT': 0.23226626, 'TOXICITY': 0.079771064}
6777	who the hell are you. you know nothing kid. your just a gma fanatic	Kdo to sakra jsi , nic nevíš , chlapče . Jsi jen gma fanatik .	[0, 0, 0]	NOT	{'IDENTITY_ATTACK': 0.281205, 'INSULT': 0.7709591, 'SEXUALLY_EXPLICIT': 0.09413721, 'PROFANITY': 0.69309914, 'THREAT': 0.36480448, 'TOXICITY': 0.7716264, 'FLIRTATION': 0.33483526, 'SEVERE_TOXICITY': 0.52713984}
6512	in many jurisdictions they are completely unlicenced,	v mnoha jurisdikcích jsou zcela bezlicenční ,	[0, 0, 0]	NOT	{'IDENTITY_ATTACK': 0.08088222, 'INSULT': 0.14765269, 'SEVERE_TOXICITY': 0.041013893, 'PROFANITY': 0.048778, 'FLIRTATION': 0.27426592, 'TOXICITY': 0.13743411, 'THREAT': 0.06310954, 'SEXUALLY_EXPLICIT': 0.04400113}
9210	Movie Gallery you might find this article interesting. [URL]	Filmová galerie by vám mohla přinést zajímavý článek . [ URL ]	[0, 0, 0]	NOT	{'INSULT': 0.08900124, 'IDENTITY_ATTACK': 0.058002915, 'PROFANITY': 0.07790264, 'THREAT': 0.1427405, 'SEXUALLY_EXPLICIT': 0.06309768, 'SEVERE_TOXICITY': 0.0479318, 'TOXICITY': 0.108627625, 'FLIRTATION': 0.20746268}
5161	Here is his Facebook wall where you can keep up with him. [URL]	Tady je jeho Facebook stěna , kde si můžete udržet krok s ním . [ URL ]	[1, 0, 0]	NOT	{'FLIRTATION': 0.3600925, 'PROFANITY': 0.06716907, 'IDENTITY_ATTACK': 0.06257788, 'INSULT': 0.10311878, 'SEVERE_TOXICITY': 0.05074021, 'SEXUALLY_EXPLICIT': 0.12509905, 'TOXICITY': 0.11123748, 'THREAT': 0.15070598}
7898	Funny stuff. Really funny stuff. Maybe the funniest stuff all year. Have fun editing master Admin. Cheers.	Zvláštní věci . Opravdu zábavné věci . Možná nejzajímavější věci za celý rok .	[0, 0, 1]	NOT	{'TOXICITY': 0.070496134, 'PROFANITY': 0.026351465, 'SEXUALLY_EXPLICIT': 0.04050637, 'INSULT': 0.053966746, 'FLIRTATION': 0.32880285, 'SEVERE_TOXICITY': 0.024080314, 'IDENTITY_ATTACK': 0.04404886, 'THREAT': 0.06982298}
4165	I do think that his very valid point was made though, and unfortunately, it probably couldn't have been done any other way.	Ale myslím , že jeho velmi platný názor byl vyjádřen , a bohužel to nebylo možné udělat jinak .	[0, 0, 0]	NOT	{'TOXICITY': 0.11269911, 'PROFANITY': 0.069608964, 'SEVERE_TOXICITY': 0.044633158, 'FLIRTATION': 0.24925295, 'IDENTITY_ATTACK': 0.06870244, 'INSULT': 0.090698995, 'SEXUALLY_EXPLICIT': 0.09867976, 'THREAT': 0.11199837}
9043	As I work nights, I will be going to sleep soon. Goonight everyone - even tom!	Když budu pracovat v noci , brzy budu spát . Goonight všichni - dokonce Tom !	[0, 0, 0]	NOT	{'FLIRTATION': 0.5297566, 'INSULT': 0.07664797, 'IDENTITY_ATTACK': 0.06269824, 'PROFANITY': 0.102917604, 'THREAT': 0.6232653, 'SEXUALLY_EXPLICIT': 0.21971443, 'TOXICITY': 0.18840314, 'SEVERE_TOXICITY': 0.11565016}
8987	Algebra Problem Solving I need some of mathematical problem, to be solve. So that i can practice on my own.	Algebra Řešení problémů Potřebuji některé matematické problémy , být vyřešeny . Abych mohl trénovat sám .	[0, 0, 0]	NOT	{'SEVERE_TOXICITY': 0.04247663, 'PROFANITY': 0.05433128, 'THREAT': 0.09920099, 'TOXICITY': 0.08182768, 'FLIRTATION': 0.24052808, 'SEXUALLY_EXPLICIT': 0.10537075, 'INSULT': 0.047045965, 'IDENTITY_ATTACK': 0.06310201}
393	They are known as Palestinian because of Arab propaganda. Real Palestinians are Jews. Arab Palestinians are frauds from Arabia.	Jsou známi jako Palestinci kvůli arabské propagandě . Skuteční Palestinci jsou Židé . Arabští Palestinci jsou podvody z Arábie .	[0, 0, 0]	NOT	{'PROFANITY': 0.2963804, 'IDENTITY_ATTACK': 0.85219544, 'SEVERE_TOXICITY': 0.46234572, 'FLIRTATION': 0.3404699, 'INSULT': 0.5504546, 'TOXICITY': 0.6364068, 'SEXUALLY_EXPLICIT': 0.07400903, 'THREAT': 0.17340675}
4143	He's notable? Then there's no justification for deletion. Please fix the POV aspects then.	Pak neexistuje žádné odůvodnění pro odstranění . Prosím , opravte tedy POV aspekty .	[0, 0, 1]	NOT	{'SEXUALLY_EXPLICIT': 0.0493245, 'THREAT': 0.07612001, 'IDENTITY_ATTACK': 0.08354491, 'SEVERE_TOXICITY': 0.041216776, 'INSULT': 0.1667565, 'FLIRTATION': 0.3625123, 'PROFANITY': 0.044129573, 'TOXICITY': 0.13851963}
1749	Scouts]], a youth wing of the Hezbollah in southern Lebanon. The really interesting thing is, outwardly, they look very much like traditional	Scouts ] ] , mládežnické křídlo Hezbollah v jižním Libanonu . Opravdu zajímavé je , že venku vypadají velmi podobně jako tradiční	[1, 1, 0]	ERR	{'PROFANITY': 0.06000682, 'THREAT': 0.094648294, 'SEVERE_TOXICITY': 0.05630447, 'TOXICITY': 0.09639587, 'SEXUALLY_EXPLICIT': 0.08832563, 'INSULT': 0.09625116, 'IDENTITY_ATTACK': 0.13154086, 'FLIRTATION': 0.45880792}
9226	REDIRECT Talk:Dungeons & Dragons–related products	REDIRECT Talk : Dungeons & Dragons – související produkty	[0, 0, 0]	NOT	{'IDENTITY_ATTACK': 0.016769513, 'THREAT': 0.048932005, 'FLIRTATION': 0.26478472, 'SEXUALLY_EXPLICIT': 0.04934974, 'SEVERE_TOXICITY': 0.010867105, 'INSULT': 0.013925027, 'TOXICITY': 0.027376458, 'PROFANITY': 0.019163376}
6843	Simon Mills is pretty gay. It regularly takes it in the anus.	Simon Mills je docela gay , pravidelně ho bere do análního otvoru .	[0, 0, 0]	NOT	{'TOXICITY': 0.958745, 'PROFANITY': 0.93690646, 'FLIRTATION': 0.7784964, 'INSULT': 0.88075686, 'THREAT': 0.3351196, 'SEXUALLY_EXPLICIT': 0.98662645, 'IDENTITY_ATTACK': 0.936459, 'SEVERE_TOXICITY': 0.8486256}
3419	Sorry, it is no common practice for publishers in Vietnam to assign ISBNs for their books. So I can't find any ISBN for Tôtem sói.	Promiňte , není běžnou praxí pro vydavatele ve Vietnamu přidělit ISBN pro jejich knihy . Takže nemůžu najít žádný ISBN pro Tôtem sói .	[0, 0, 0]	NOT	{'THREAT': 0.05909443, 'INSULT': 0.055579163, 'SEVERE_TOXICITY': 0.028352123, 'PROFANITY': 0.04319242, 'TOXICITY': 0.070731424, 'FLIRTATION': 0.31172052, 'IDENTITY_ATTACK': 0.07380795, 'SEXUALLY_EXPLICIT': 0.055291064}
9422	Feel free to ask me questions. I'm new! But I know not too much about Wikipedia!	Jsem nový ! Ale nevím příliš mnoho o Wikipedii !	[0, 0, 0]	NOT	{'PROFANITY': 0.055113398, 'SEXUALLY_EXPLICIT': 0.0701006, 'TOXICITY': 0.10426589, 'INSULT': 0.0907524, 'SEVERE_TOXICITY': 0.03624253, 'THREAT': 0.07277617, 'FLIRTATION': 0.33175668, 'IDENTITY_ATTACK': 0.03758569}
8682	Yeah, like the fact that he is gay; I mean, he was in a boyband for Christ ́s sake... whaaaaat a homo.	Jo , jako fakt , že je gay ; Myslím tím , že byl v chlapecké kapele pro Kristovy rány . . . whaaaaat homo .	[0, 0, 0]	NOT	{'FLIRTATION': 0.26975617, 'TOXICITY': 0.8355208, 'SEXUALLY_EXPLICIT': 0.411692, 'THREAT': 0.14314717, 'SEVERE_TOXICITY': 0.64085376, 'PROFANITY': 0.5601645, 'IDENTITY_ATTACK': 0.9352267, 'INSULT': 0.8453147}
5667	Editsemiprotected Adam copeland I need to edit this page!	Editsemiprotected Adam copeland Potřebuji upravit tuto stránku !	[0, 0, 1]	NOT	{'THREAT': 0.38860226, 'PROFANITY': 0.17233895, 'FLIRTATION': 0.42831382, 'INSULT': 0.13922451, 'TOXICITY': 0.19064872, 'SEXUALLY_EXPLICIT': 0.12789935, 'SEVERE_TOXICITY': 0.14338632, 'IDENTITY_ATTACK': 0.1431393}
1458	Does anyone know why this guy is so little known? There appears to be nothing on him apart from the MERLIN project.	Ví někdo , proč je toho chlápka tak málo známo ? Zdá se , že na něm není nic kromě projektu MERLIN .	[0, 0, 0]	NOT	{'SEXUALLY_EXPLICIT': 0.06286383, 'IDENTITY_ATTACK': 0.085830785, 'SEVERE_TOXICITY': 0.089817755, 'TOXICITY': 0.29103705, 'PROFANITY': 0.08160321, 'INSULT': 0.3281774, 'THREAT': 0.075882554, 'FLIRTATION': 0.18793993}
1493	How sad that no editors will even seriously discuss these legitimate criticims. Having the article locked is ridiculous.	Jak smutné , že žádný redaktor nebude dokonce vážně diskutovat o těchto legitimních kritikách .	[1, 0, 0]	NOT	{'INSULT': 0.8593601, 'SEXUALLY_EXPLICIT': 0.027786119, 'IDENTITY_ATTACK': 0.19531177, 'FLIRTATION': 0.2354495, 'TOXICITY': 0.74503666, 'PROFANITY': 0.30718416, 'THREAT': 0.21268883, 'SEVERE_TOXICITY': 0.2248656}
3734	Dom Brown Why have you listed Dom Brown as an official member of Duran Duran, when he clearly is not?	Dom Brown Proč jste jmenoval Doma Browna oficiálním členem Duran Duran , když to zjevně není ?	[0, 0, 0]	NOT	{'FLIRTATION': 0.2641609, 'PROFANITY': 0.05351998, 'SEXUALLY_EXPLICIT': 0.055204306, 'SEVERE_TOXICITY': 0.0760112, 'INSULT': 0.1885963, 'TOXICITY': 0.16311859, 'THREAT': 0.0853751, 'IDENTITY_ATTACK': 0.13856904}
